Year,City,lat,lon,State,Purpose,Trips
1/4/2005,Central Coast,-33.42,151.3422,New South Wales,Business,26.2149657
1/7/2005,Central Coast,-33.42,151.3422,New South Wales,Business,13.1848302
1/10/2005,Central Coast,-33.42,151.3422,New South Wales,Business,12.3228841
1/1/2006,Central Coast,-33.42,151.3422,New South Wales,Business,27.83963
1/4/2006,Central Coast,-33.42,151.3422,New South Wales,Business,27.142624
1/7/2006,Central Coast,-33.42,151.3422,New South Wales,Business,20.309979
1/10/2006,Central Coast,-33.42,151.3422,New South Wales,Business,27.61173
1/1/2007,Central Coast,-33.42,151.3422,New South Wales,Business,21.0033524
1/4/2007,Central Coast,-33.42,151.3422,New South Wales,Business,38.6788393
1/7/2007,Central Coast,-33.42,151.3422,New South Wales,Business,17.3612713
1/10/2007,Central Coast,-33.42,151.3422,New South Wales,Business,24.9802373
1/1/2008,Central Coast,-33.42,151.3422,New South Wales,Business,18.488945
1/4/2008,Central Coast,-33.42,151.3422,New South Wales,Business,10.3585661
1/7/2008,Central Coast,-33.42,151.3422,New South Wales,Business,22.2120559
1/10/2008,Central Coast,-33.42,151.3422,New South Wales,Business,5.3813695
1/1/2009,Central Coast,-33.42,151.3422,New South Wales,Business,38.1341956
1/4/2009,Central Coast,-33.42,151.3422,New South Wales,Business,10.4997494
1/7/2009,Central Coast,-33.42,151.3422,New South Wales,Business,9.6239004
1/10/2009,Central Coast,-33.42,151.3422,New South Wales,Business,12.2228999
1/1/2010,Central Coast,-33.42,151.3422,New South Wales,Business,25.8523709
1/4/2010,Central Coast,-33.42,151.3422,New South Wales,Business,11.3280392
1/7/2010,Central Coast,-33.42,151.3422,New South Wales,Business,0
1/10/2010,Central Coast,-33.42,151.3422,New South Wales,Business,16.4128379
1/1/2011,Central Coast,-33.42,151.3422,New South Wales,Business,6.846153
1/4/2011,Central Coast,-33.42,151.3422,New South Wales,Business,18.4465942
1/7/2011,Central Coast,-33.42,151.3422,New South Wales,Business,28.195671
1/10/2011,Central Coast,-33.42,151.3422,New South Wales,Business,7.913085
1/1/2012,Central Coast,-33.42,151.3422,New South Wales,Business,4.3563202
1/4/2012,Central Coast,-33.42,151.3422,New South Wales,Business,29.1342923
1/7/2012,Central Coast,-33.42,151.3422,New South Wales,Business,43.0287792
1/10/2012,Central Coast,-33.42,151.3422,New South Wales,Business,3.5723595
1/1/2013,Central Coast,-33.42,151.3422,New South Wales,Business,23.8642974
1/4/2013,Central Coast,-33.42,151.3422,New South Wales,Business,18.521523
1/7/2013,Central Coast,-33.42,151.3422,New South Wales,Business,3.0826633
1/10/2013,Central Coast,-33.42,151.3422,New South Wales,Business,14.5005348
1/1/2014,Central Coast,-33.42,151.3422,New South Wales,Business,9.7978096
1/4/2014,Central Coast,-33.42,151.3422,New South Wales,Business,12.974307
1/7/2014,Central Coast,-33.42,151.3422,New South Wales,Business,10.152186
1/10/2014,Central Coast,-33.42,151.3422,New South Wales,Business,6.2465861
1/1/2015,Central Coast,-33.42,151.3422,New South Wales,Business,24.72881
1/4/2015,Central Coast,-33.42,151.3422,New South Wales,Business,43.1026727
1/7/2015,Central Coast,-33.42,151.3422,New South Wales,Business,31.0472315
1/10/2015,Central Coast,-33.42,151.3422,New South Wales,Business,41.3569975
1/1/2016,Central Coast,-33.42,151.3422,New South Wales,Business,14.9589019
1/4/2016,Central Coast,-33.42,151.3422,New South Wales,Business,19.2389881
1/7/2016,Central Coast,-33.42,151.3422,New South Wales,Business,15.0180833
1/10/2016,Central Coast,-33.42,151.3422,New South Wales,Business,24.1805152
1/1/1998,Central Coast,-33.42,151.3422,New South Wales,Holiday,279.4885929
1/4/1998,Central Coast,-33.42,151.3422,New South Wales,Holiday,140.4221808
1/7/1998,Central Coast,-33.42,151.3422,New South Wales,Holiday,104.7387161
1/10/1998,Central Coast,-33.42,151.3422,New South Wales,Holiday,158.9074539
1/1/1999,Central Coast,-33.42,151.3422,New South Wales,Holiday,211.1166595
1/4/1999,Central Coast,-33.42,151.3422,New South Wales,Holiday,148.2628236
1/7/1999,Central Coast,-33.42,151.3422,New South Wales,Holiday,109.8945399
1/10/1999,Central Coast,-33.42,151.3422,New South Wales,Holiday,163.7153836
1/1/2000,Central Coast,-33.42,151.3422,New South Wales,Holiday,209.5807429
1/4/2000,Central Coast,-33.42,151.3422,New South Wales,Holiday,191.4782429
1/7/2000,Central Coast,-33.42,151.3422,New South Wales,Holiday,145.8214006
1/10/2000,Central Coast,-33.42,151.3422,New South Wales,Holiday,173.742998
1/1/2001,Central Coast,-33.42,151.3422,New South Wales,Holiday,220.1311259
1/4/2001,Central Coast,-33.42,151.3422,New South Wales,Holiday,162.8483598
1/7/2001,Central Coast,-33.42,151.3422,New South Wales,Holiday,127.9294298
1/10/2001,Central Coast,-33.42,151.3422,New South Wales,Holiday,229.1510871
1/1/2002,Central Coast,-33.42,151.3422,New South Wales,Holiday,196.277932
1/4/2002,Central Coast,-33.42,151.3422,New South Wales,Holiday,143.8323294
1/7/2002,Central Coast,-33.42,151.3422,New South Wales,Holiday,77.4109725
1/10/2002,Central Coast,-33.42,151.3422,New South Wales,Holiday,198.6034493
1/1/2003,Central Coast,-33.42,151.3422,New South Wales,Holiday,279.7284379
1/4/2003,Central Coast,-33.42,151.3422,New South Wales,Holiday,129.6913973
1/7/2003,Central Coast,-33.42,151.3422,New South Wales,Holiday,97.3987607
1/10/2003,Central Coast,-33.42,151.3422,New South Wales,Holiday,158.3438571
1/1/2004,Central Coast,-33.42,151.3422,New South Wales,Holiday,280.6193767
1/4/2004,Central Coast,-33.42,151.3422,New South Wales,Holiday,189.6682146
1/7/2004,Central Coast,-33.42,151.3422,New South Wales,Holiday,98.6570638
1/10/2004,Central Coast,-33.42,151.3422,New South Wales,Holiday,126.7518165
1/1/2005,Central Coast,-33.42,151.3422,New South Wales,Holiday,222.1877907
1/4/2005,Central Coast,-33.42,151.3422,New South Wales,Holiday,122.836855
1/7/2005,Central Coast,-33.42,151.3422,New South Wales,Holiday,92.0409163
1/10/2005,Central Coast,-33.42,151.3422,New South Wales,Holiday,153.0207244
1/1/2006,Central Coast,-33.42,151.3422,New South Wales,Holiday,273.550217
1/4/2006,Central Coast,-33.42,151.3422,New South Wales,Holiday,137.777031
1/7/2006,Central Coast,-33.42,151.3422,New South Wales,Holiday,104.592262
1/10/2006,Central Coast,-33.42,151.3422,New South Wales,Holiday,157.548486
1/1/2007,Central Coast,-33.42,151.3422,New South Wales,Holiday,262.559709
1/4/2007,Central Coast,-33.42,151.3422,New South Wales,Holiday,109.1228223
1/7/2007,Central Coast,-33.42,151.3422,New South Wales,Holiday,115.2745078
1/10/2007,Central Coast,-33.42,151.3422,New South Wales,Holiday,151.8191788
1/1/2008,Central Coast,-33.42,151.3422,New South Wales,Holiday,262.2972608
1/4/2008,Central Coast,-33.42,151.3422,New South Wales,Holiday,106.3138021
1/7/2008,Central Coast,-33.42,151.3422,New South Wales,Holiday,108.309547
1/10/2008,Central Coast,-33.42,151.3422,New South Wales,Holiday,159.3196585
1/1/2009,Central Coast,-33.42,151.3422,New South Wales,Holiday,215.7282887
1/4/2009,Central Coast,-33.42,151.3422,New South Wales,Holiday,116.319406
1/7/2009,Central Coast,-33.42,151.3422,New South Wales,Holiday,121.4525163
1/10/2009,Central Coast,-33.42,151.3422,New South Wales,Holiday,139.5968216
1/1/2010,Central Coast,-33.42,151.3422,New South Wales,Holiday,202.4154695
1/4/2010,Central Coast,-33.42,151.3422,New South Wales,Holiday,126.5812608
1/7/2010,Central Coast,-33.42,151.3422,New South Wales,Holiday,111.8822344
1/10/2010,Central Coast,-33.42,151.3422,New South Wales,Holiday,127.0427835
1/1/2011,Central Coast,-33.42,151.3422,New South Wales,Holiday,209.4684823
1/4/2011,Central Coast,-33.42,151.3422,New South Wales,Holiday,133.7874222
1/7/2011,Central Coast,-33.42,151.3422,New South Wales,Holiday,107.2383582
1/10/2011,Central Coast,-33.42,151.3422,New South Wales,Holiday,124.6642466
1/1/2012,Central Coast,-33.42,151.3422,New South Wales,Holiday,219.9976032
1/4/2012,Central Coast,-33.42,151.3422,New South Wales,Holiday,101.6258271
1/7/2012,Central Coast,-33.42,151.3422,New South Wales,Holiday,120.6825073
1/10/2012,Central Coast,-33.42,151.3422,New South Wales,Holiday,160.5506145
1/1/2013,Central Coast,-33.42,151.3422,New South Wales,Holiday,238.6701625
1/4/2013,Central Coast,-33.42,151.3422,New South Wales,Holiday,176.9793294
1/7/2013,Central Coast,-33.42,151.3422,New South Wales,Holiday,118.2357708
1/10/2013,Central Coast,-33.42,151.3422,New South Wales,Holiday,124.4988675
1/1/2014,Central Coast,-33.42,151.3422,New South Wales,Holiday,217.5173092
1/4/2014,Central Coast,-33.42,151.3422,New South Wales,Holiday,105.6911537
1/7/2014,Central Coast,-33.42,151.3422,New South Wales,Holiday,80.7715985
1/10/2014,Central Coast,-33.42,151.3422,New South Wales,Holiday,157.2164122
1/1/2015,Central Coast,-33.42,151.3422,New South Wales,Holiday,243.8621417
1/4/2015,Central Coast,-33.42,151.3422,New South Wales,Holiday,103.0774489
1/7/2015,Central Coast,-33.42,151.3422,New South Wales,Holiday,104.9494906
1/10/2015,Central Coast,-33.42,151.3422,New South Wales,Holiday,161.9917964
1/1/2016,Central Coast,-33.42,151.3422,New South Wales,Holiday,210.7322099
1/4/2016,Central Coast,-33.42,151.3422,New South Wales,Holiday,101.6029973
1/7/2016,Central Coast,-33.42,151.3422,New South Wales,Holiday,120.5149323
1/10/2016,Central Coast,-33.42,151.3422,New South Wales,Holiday,161.1476237
1/1/1998,Central Coast,-33.42,151.3422,New South Wales,Other,2.9312689
1/4/1998,Central Coast,-33.42,151.3422,New South Wales,Other,6.2768454
1/7/1998,Central Coast,-33.42,151.3422,New South Wales,Other,6.0979411
1/10/1998,Central Coast,-33.42,151.3422,New South Wales,Other,0
1/1/1999,Central Coast,-33.42,151.3422,New South Wales,Other,7.5592672
1/4/1999,Central Coast,-33.42,151.3422,New South Wales,Other,3.4308529
1/7/1999,Central Coast,-33.42,151.3422,New South Wales,Other,1.184792
1/10/1999,Central Coast,-33.42,151.3422,New South Wales,Other,10.2217495
1/1/2000,Central Coast,-33.42,151.3422,New South Wales,Other,3.4446559
1/4/2000,Central Coast,-33.42,151.3422,New South Wales,Other,18.7252798
1/7/2000,Central Coast,-33.42,151.3422,New South Wales,Other,5.8506696
1/10/2000,Central Coast,-33.42,151.3422,New South Wales,Other,4.4849491
1/1/2001,Central Coast,-33.42,151.3422,New South Wales,Other,5.6348943
1/4/2001,Central Coast,-33.42,151.3422,New South Wales,Other,0
1/7/2001,Central Coast,-33.42,151.3422,New South Wales,Other,0
1/10/2001,Central Coast,-33.42,151.3422,New South Wales,Other,16.8753636
1/1/2002,Central Coast,-33.42,151.3422,New South Wales,Other,28.6588749
1/4/2002,Central Coast,-33.42,151.3422,New South Wales,Other,8.0006805
1/7/2002,Central Coast,-33.42,151.3422,New South Wales,Other,7.3666685
1/10/2002,Central Coast,-33.42,151.3422,New South Wales,Other,7.262405
1/1/2003,Central Coast,-33.42,151.3422,New South Wales,Other,0
1/4/2003,Central Coast,-33.42,151.3422,New South Wales,Other,14.2808268
1/7/2003,Central Coast,-33.42,151.3422,New South Wales,Other,5.6350158
1/10/2003,Central Coast,-33.42,151.3422,New South Wales,Other,0
1/1/2004,Central Coast,-33.42,151.3422,New South Wales,Other,6.9851176
1/4/2004,Central Coast,-33.42,151.3422,New South Wales,Other,0
1/7/2004,Central Coast,-33.42,151.3422,New South Wales,Other,0
1/10/2004,Central Coast,-33.42,151.3422,New South Wales,Other,4.9085008
1/1/2005,Central Coast,-33.42,151.3422,New South Wales,Other,18.4774334
1/4/2005,Central Coast,-33.42,151.3422,New South Wales,Other,5.3609041
1/7/2005,Central Coast,-33.42,151.3422,New South Wales,Other,5.6360013
1/10/2005,Central Coast,-33.42,151.3422,New South Wales,Other,5.7808281
1/1/2006,Central Coast,-33.42,151.3422,New South Wales,Other,5.818447
1/4/2006,Central Coast,-33.42,151.3422,New South Wales,Other,3.144877
1/7/2006,Central Coast,-33.42,151.3422,New South Wales,Other,0.351295
1/10/2006,Central Coast,-33.42,151.3422,New South Wales,Other,9.857578
1/1/2007,Central Coast,-33.42,151.3422,New South Wales,Other,12.0806999
1/4/2007,Central Coast,-33.42,151.3422,New South Wales,Other,16.5702729
1/7/2007,Central Coast,-33.42,151.3422,New South Wales,Other,12.0336045
1/10/2007,Central Coast,-33.42,151.3422,New South Wales,Other,8.3166651
1/1/2008,Central Coast,-33.42,151.3422,New South Wales,Other,6.8421197
1/4/2008,Central Coast,-33.42,151.3422,New South Wales,Other,0
1/7/2008,Central Coast,-33.42,151.3422,New South Wales,Other,2.6899608
1/10/2008,Central Coast,-33.42,151.3422,New South Wales,Other,2.5192505
1/1/2009,Central Coast,-33.42,151.3422,New South Wales,Other,2.7780545
1/4/2009,Central Coast,-33.42,151.3422,New South Wales,Other,1.6016013
1/7/2009,Central Coast,-33.42,151.3422,New South Wales,Other,10.2733811
1/10/2009,Central Coast,-33.42,151.3422,New South Wales,Other,4.3072949
1/1/2010,Central Coast,-33.42,151.3422,New South Wales,Other,7.2223962
1/4/2010,Central Coast,-33.42,151.3422,New South Wales,Other,3.3794372
1/7/2010,Central Coast,-33.42,151.3422,New South Wales,Other,6.810427
1/10/2010,Central Coast,-33.42,151.3422,New South Wales,Other,2.884799
1/1/2011,Central Coast,-33.42,151.3422,New South Wales,Other,15.9907067
1/4/2011,Central Coast,-33.42,151.3422,New South Wales,Other,6.9926675
1/7/2011,Central Coast,-33.42,151.3422,New South Wales,Other,7.5521928
1/10/2011,Central Coast,-33.42,151.3422,New South Wales,Other,13.1249099
1/1/2012,Central Coast,-33.42,151.3422,New South Wales,Other,4.7064876
1/4/2012,Central Coast,-33.42,151.3422,New South Wales,Other,1.6267801
1/7/2012,Central Coast,-33.42,151.3422,New South Wales,Other,0
1/10/2012,Central Coast,-33.42,151.3422,New South Wales,Other,8.7198473
1/1/2013,Central Coast,-33.42,151.3422,New South Wales,Other,1.9974966
1/4/2013,Central Coast,-33.42,151.3422,New South Wales,Other,13.9841809
1/7/2013,Central Coast,-33.42,151.3422,New South Wales,Other,13.6337863
1/10/2013,Central Coast,-33.42,151.3422,New South Wales,Other,1.3064396
1/1/2014,Central Coast,-33.42,151.3422,New South Wales,Other,9.0576752
1/4/2014,Central Coast,-33.42,151.3422,New South Wales,Other,14.4392771
1/7/2014,Central Coast,-33.42,151.3422,New South Wales,Other,6.382422
1/10/2014,Central Coast,-33.42,151.3422,New South Wales,Other,8.3070229
1/1/2015,Central Coast,-33.42,151.3422,New South Wales,Other,16.1862271
1/4/2015,Central Coast,-33.42,151.3422,New South Wales,Other,25.4213622
1/7/2015,Central Coast,-33.42,151.3422,New South Wales,Other,11.6305568
1/10/2015,Central Coast,-33.42,151.3422,New South Wales,Other,12.4305914
1/1/2016,Central Coast,-33.42,151.3422,New South Wales,Other,8.1541064
1/4/2016,Central Coast,-33.42,151.3422,New South Wales,Other,7.4093929
1/7/2016,Central Coast,-33.42,151.3422,New South Wales,Other,0.6199589
1/10/2016,Central Coast,-33.42,151.3422,New South Wales,Other,6.6881911
1/1/1998,Central Coast,-33.42,151.3422,New South Wales,Visiting,148.5447722
1/4/1998,Central Coast,-33.42,151.3422,New South Wales,Visiting,182.7362242
1/7/1998,Central Coast,-33.42,151.3422,New South Wales,Visiting,143.6179192
1/10/1998,Central Coast,-33.42,151.3422,New South Wales,Visiting,141.3651719
1/1/1999,Central Coast,-33.42,151.3422,New South Wales,Visiting,220.4099487
1/4/1999,Central Coast,-33.42,151.3422,New South Wales,Visiting,138.0651125
1/7/1999,Central Coast,-33.42,151.3422,New South Wales,Visiting,141.8174603
1/10/1999,Central Coast,-33.42,151.3422,New South Wales,Visiting,178.850132
1/1/2000,Central Coast,-33.42,151.3422,New South Wales,Visiting,150.4012656
1/4/2000,Central Coast,-33.42,151.3422,New South Wales,Visiting,113.3681398
1/7/2000,Central Coast,-33.42,151.3422,New South Wales,Visiting,119.8477846
1/10/2000,Central Coast,-33.42,151.3422,New South Wales,Visiting,172.5748937
1/1/2001,Central Coast,-33.42,151.3422,New South Wales,Visiting,132.5234608
1/4/2001,Central Coast,-33.42,151.3422,New South Wales,Visiting,141.3051154
1/7/2001,Central Coast,-33.42,151.3422,New South Wales,Visiting,133.9025318
1/10/2001,Central Coast,-33.42,151.3422,New South Wales,Visiting,137.0895696
1/1/2002,Central Coast,-33.42,151.3422,New South Wales,Visiting,188.0388789
1/4/2002,Central Coast,-33.42,151.3422,New South Wales,Visiting,124.0776748
1/7/2002,Central Coast,-33.42,151.3422,New South Wales,Visiting,181.970304
1/10/2002,Central Coast,-33.42,151.3422,New South Wales,Visiting,210.9958328
1/1/2003,Central Coast,-33.42,151.3422,New South Wales,Visiting,123.8967516
1/4/2003,Central Coast,-33.42,151.3422,New South Wales,Visiting,174.1523239
1/7/2003,Central Coast,-33.42,151.3422,New South Wales,Visiting,244.1916124
1/10/2003,Central Coast,-33.42,151.3422,New South Wales,Visiting,158.9582236
1/1/2004,Central Coast,-33.42,151.3422,New South Wales,Visiting,184.7891399
1/4/2004,Central Coast,-33.42,151.3422,New South Wales,Visiting,160.2722565
1/7/2004,Central Coast,-33.42,151.3422,New South Wales,Visiting,146.2538374
1/10/2004,Central Coast,-33.42,151.3422,New South Wales,Visiting,180.4036035
1/1/2005,Central Coast,-33.42,151.3422,New South Wales,Visiting,149.4998477
1/4/2005,Central Coast,-33.42,151.3422,New South Wales,Visiting,119.6952958
1/7/2005,Central Coast,-33.42,151.3422,New South Wales,Visiting,93.5157919
1/10/2005,Central Coast,-33.42,151.3422,New South Wales,Visiting,137.3701018
1/1/2006,Central Coast,-33.42,151.3422,New South Wales,Visiting,182.473249
1/4/2006,Central Coast,-33.42,151.3422,New South Wales,Visiting,152.363491
1/7/2006,Central Coast,-33.42,151.3422,New South Wales,Visiting,147.103246
1/10/2006,Central Coast,-33.42,151.3422,New South Wales,Visiting,147.686368
1/1/2007,Central Coast,-33.42,151.3422,New South Wales,Visiting,122.3514744
1/4/2007,Central Coast,-33.42,151.3422,New South Wales,Visiting,153.6255426
1/7/2007,Central Coast,-33.42,151.3422,New South Wales,Visiting,104.0582213
1/10/2007,Central Coast,-33.42,151.3422,New South Wales,Visiting,145.8892048
1/1/2008,Central Coast,-33.42,151.3422,New South Wales,Visiting,165.3144688
1/4/2008,Central Coast,-33.42,151.3422,New South Wales,Visiting,98.9447483
1/7/2008,Central Coast,-33.42,151.3422,New South Wales,Visiting,108.1989396
1/10/2008,Central Coast,-33.42,151.3422,New South Wales,Visiting,131.9255263
1/1/2009,Central Coast,-33.42,151.3422,New South Wales,Visiting,125.1962641
1/4/2009,Central Coast,-33.42,151.3422,New South Wales,Visiting,118.3926546
1/7/2009,Central Coast,-33.42,151.3422,New South Wales,Visiting,106.8481166
1/10/2009,Central Coast,-33.42,151.3422,New South Wales,Visiting,137.6816703
1/1/2010,Central Coast,-33.42,151.3422,New South Wales,Visiting,135.2419764
1/4/2010,Central Coast,-33.42,151.3422,New South Wales,Visiting,75.5489303
1/7/2010,Central Coast,-33.42,151.3422,New South Wales,Visiting,143.137492
1/10/2010,Central Coast,-33.42,151.3422,New South Wales,Visiting,141.0930971
1/1/2011,Central Coast,-33.42,151.3422,New South Wales,Visiting,170.41167
1/4/2011,Central Coast,-33.42,151.3422,New South Wales,Visiting,119.3332543
1/7/2011,Central Coast,-33.42,151.3422,New South Wales,Visiting,107.351853
1/10/2011,Central Coast,-33.42,151.3422,New South Wales,Visiting,126.3644431
1/1/2012,Central Coast,-33.42,151.3422,New South Wales,Visiting,130.6224556
1/4/2012,Central Coast,-33.42,151.3422,New South Wales,Visiting,116.1523301
1/7/2012,Central Coast,-33.42,151.3422,New South Wales,Visiting,145.6053725
1/10/2012,Central Coast,-33.42,151.3422,New South Wales,Visiting,167.8812291
1/1/2013,Central Coast,-33.42,151.3422,New South Wales,Visiting,112.6909601
1/4/2013,Central Coast,-33.42,151.3422,New South Wales,Visiting,137.2028855
1/7/2013,Central Coast,-33.42,151.3422,New South Wales,Visiting,123.9588068
1/10/2013,Central Coast,-33.42,151.3422,New South Wales,Visiting,178.7401922
1/1/2014,Central Coast,-33.42,151.3422,New South Wales,Visiting,222.95825
1/4/2014,Central Coast,-33.42,151.3422,New South Wales,Visiting,173.2261319
1/7/2014,Central Coast,-33.42,151.3422,New South Wales,Visiting,133.9800624
1/10/2014,Central Coast,-33.42,151.3422,New South Wales,Visiting,153.6722331
1/1/2015,Central Coast,-33.42,151.3422,New South Wales,Visiting,162.9854174
1/4/2015,Central Coast,-33.42,151.3422,New South Wales,Visiting,104.2075833
1/7/2015,Central Coast,-33.42,151.3422,New South Wales,Visiting,123.0450263
1/10/2015,Central Coast,-33.42,151.3422,New South Wales,Visiting,148.5087686
1/1/2016,Central Coast,-33.42,151.3422,New South Wales,Visiting,179.0661119
1/4/2016,Central Coast,-33.42,151.3422,New South Wales,Visiting,122.7045932
1/7/2016,Central Coast,-33.42,151.3422,New South Wales,Visiting,129.2991309
1/10/2016,Central Coast,-33.42,151.3422,New South Wales,Visiting,187.4675287
1/1/1998,Central Highlands,-23.5297,148.1204,Victoria,Business,4.838424
1/4/1998,Central Highlands,-23.5297,148.1204,Victoria,Business,13.8152701
1/7/1998,Central Highlands,-23.5297,148.1204,Victoria,Business,24.5621602
1/10/1998,Central Highlands,-23.5297,148.1204,Victoria,Business,13.1619497
1/1/1999,Central Highlands,-23.5297,148.1204,Victoria,Business,8.5671408
1/4/1999,Central Highlands,-23.5297,148.1204,Victoria,Business,7.5784854
1/7/1999,Central Highlands,-23.5297,148.1204,Victoria,Business,6.8690954
1/10/1999,Central Highlands,-23.5297,148.1204,Victoria,Business,14.5736717
1/1/2000,Central Highlands,-23.5297,148.1204,Victoria,Business,6.3890809
1/4/2000,Central Highlands,-23.5297,148.1204,Victoria,Business,11.3235951
1/7/2000,Central Highlands,-23.5297,148.1204,Victoria,Business,20.4320754
1/10/2000,Central Highlands,-23.5297,148.1204,Victoria,Business,8.1967427
1/1/2001,Central Highlands,-23.5297,148.1204,Victoria,Business,2.9331966
1/4/2001,Central Highlands,-23.5297,148.1204,Victoria,Business,16.4398405
1/7/2001,Central Highlands,-23.5297,148.1204,Victoria,Business,0
1/10/2001,Central Highlands,-23.5297,148.1204,Victoria,Business,1.7102683
1/1/2002,Central Highlands,-23.5297,148.1204,Victoria,Business,6.9160595
1/4/2002,Central Highlands,-23.5297,148.1204,Victoria,Business,6.4635789
1/7/2002,Central Highlands,-23.5297,148.1204,Victoria,Business,11.5396858
1/10/2002,Central Highlands,-23.5297,148.1204,Victoria,Business,4.9475885
1/1/2003,Central Highlands,-23.5297,148.1204,Victoria,Business,4.1681687
1/4/2003,Central Highlands,-23.5297,148.1204,Victoria,Business,3.5215964
1/7/2003,Central Highlands,-23.5297,148.1204,Victoria,Business,9.6153589
1/10/2003,Central Highlands,-23.5297,148.1204,Victoria,Business,3.1363343
1/1/2004,Central Highlands,-23.5297,148.1204,Victoria,Business,3.561821
1/4/2004,Central Highlands,-23.5297,148.1204,Victoria,Business,13.9503874
1/7/2004,Central Highlands,-23.5297,148.1204,Victoria,Business,18.2869755
1/10/2004,Central Highlands,-23.5297,148.1204,Victoria,Business,2.3701071
1/1/2005,Central Highlands,-23.5297,148.1204,Victoria,Business,9.0823697
1/4/2005,Central Highlands,-23.5297,148.1204,Victoria,Business,6.4393647
1/7/2005,Central Highlands,-23.5297,148.1204,Victoria,Business,0
1/10/2005,Central Highlands,-23.5297,148.1204,Victoria,Business,8.1177835
1/1/2006,Central Highlands,-23.5297,148.1204,Victoria,Business,7.313375
1/4/2006,Central Highlands,-23.5297,148.1204,Victoria,Business,8.002362
1/7/2006,Central Highlands,-23.5297,148.1204,Victoria,Business,7.831055
1/10/2006,Central Highlands,-23.5297,148.1204,Victoria,Business,6.242728
1/1/2007,Central Highlands,-23.5297,148.1204,Victoria,Business,6.7759074
1/4/2007,Central Highlands,-23.5297,148.1204,Victoria,Business,6.1407649
1/7/2007,Central Highlands,-23.5297,148.1204,Victoria,Business,1.8018892
1/10/2007,Central Highlands,-23.5297,148.1204,Victoria,Business,16.7673853
1/1/2008,Central Highlands,-23.5297,148.1204,Victoria,Business,6.8301961
1/4/2008,Central Highlands,-23.5297,148.1204,Victoria,Business,12.5051992
1/7/2008,Central Highlands,-23.5297,148.1204,Victoria,Business,13.1940906
1/10/2008,Central Highlands,-23.5297,148.1204,Victoria,Business,0.3098221
1/1/2009,Central Highlands,-23.5297,148.1204,Victoria,Business,0
1/4/2009,Central Highlands,-23.5297,148.1204,Victoria,Business,0
1/7/2009,Central Highlands,-23.5297,148.1204,Victoria,Business,3.8396476
1/10/2009,Central Highlands,-23.5297,148.1204,Victoria,Business,1.7308557
1/1/2010,Central Highlands,-23.5297,148.1204,Victoria,Business,2.353678
1/4/2010,Central Highlands,-23.5297,148.1204,Victoria,Business,1.4359522
1/7/2010,Central Highlands,-23.5297,148.1204,Victoria,Business,8.0867808
1/10/2010,Central Highlands,-23.5297,148.1204,Victoria,Business,0
1/1/2011,Central Highlands,-23.5297,148.1204,Victoria,Business,0
1/4/2011,Central Highlands,-23.5297,148.1204,Victoria,Business,13.0106697
1/7/2011,Central Highlands,-23.5297,148.1204,Victoria,Business,24.9758079
1/10/2011,Central Highlands,-23.5297,148.1204,Victoria,Business,2.1310203
1/1/2012,Central Highlands,-23.5297,148.1204,Victoria,Business,15.8230191
1/4/2012,Central Highlands,-23.5297,148.1204,Victoria,Business,3.8794233
1/7/2012,Central Highlands,-23.5297,148.1204,Victoria,Business,14.580343
1/10/2012,Central Highlands,-23.5297,148.1204,Victoria,Business,1.4697081
1/1/2013,Central Highlands,-23.5297,148.1204,Victoria,Business,11.0769868
1/4/2013,Central Highlands,-23.5297,148.1204,Victoria,Business,10.5940031
1/7/2013,Central Highlands,-23.5297,148.1204,Victoria,Business,7.9214038
1/10/2013,Central Highlands,-23.5297,148.1204,Victoria,Business,7.548696
1/1/2014,Central Highlands,-23.5297,148.1204,Victoria,Business,9.0930843
1/4/2014,Central Highlands,-23.5297,148.1204,Victoria,Business,37.60796
1/7/2014,Central Highlands,-23.5297,148.1204,Victoria,Business,6.1898142
1/10/2014,Central Highlands,-23.5297,148.1204,Victoria,Business,5.6192704
1/1/2015,Central Highlands,-23.5297,148.1204,Victoria,Business,3.9599693
1/4/2015,Central Highlands,-23.5297,148.1204,Victoria,Business,23.4310396
1/7/2015,Central Highlands,-23.5297,148.1204,Victoria,Business,29.1769138
1/10/2015,Central Highlands,-23.5297,148.1204,Victoria,Business,9.4003346
1/1/2016,Central Highlands,-23.5297,148.1204,Victoria,Business,9.799912
1/4/2016,Central Highlands,-23.5297,148.1204,Victoria,Business,9.2834046
1/7/2016,Central Highlands,-23.5297,148.1204,Victoria,Business,22.657536
1/10/2016,Central Highlands,-23.5297,148.1204,Victoria,Business,11.3036762
1/1/1998,Central Highlands,-23.5297,148.1204,Victoria,Holiday,33.4858767
1/4/1998,Central Highlands,-23.5297,148.1204,Victoria,Holiday,70.6226797
1/7/1998,Central Highlands,-23.5297,148.1204,Victoria,Holiday,57.6739491
1/10/1998,Central Highlands,-23.5297,148.1204,Victoria,Holiday,99.6268096
1/1/1999,Central Highlands,-23.5297,148.1204,Victoria,Holiday,62.8895867
1/4/1999,Central Highlands,-23.5297,148.1204,Victoria,Holiday,76.7228462
1/7/1999,Central Highlands,-23.5297,148.1204,Victoria,Holiday,75.8774895
1/10/1999,Central Highlands,-23.5297,148.1204,Victoria,Holiday,69.5942005
1/1/2000,Central Highlands,-23.5297,148.1204,Victoria,Holiday,50.7023651
